Set	Line	KO	Gene	Sign
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	PEG13	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ALOX5AP	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	AMER1	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	FMN1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	2610008E11RIK	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	CIART	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	PTGS2OS2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	CHD3	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	DDO	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	EVA1B	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ARHGDIB	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	XKR5	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	GSTA1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	FAM221A	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	SPEG	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	2200002D01RIK	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	TRAF3IP2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	MILL2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	HMGN5	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	SNX10	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	LRCH2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	LRRC8E	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	PDSS2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	RAMP3	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	SP110	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	FGFR1	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	DDX3X	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ARHGAP27	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	DIAPH2	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	TTC12	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	DTD1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	FAM3A	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	IL1R1	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	MIR6516	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	PPARGC1A	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	AGPAT9	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	SASH1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ARRB1	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	CHST2	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	PDGFC	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	GDPD2	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	TEAD1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	HAUS7	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	FNDC1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	STEAP3	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	SYT17	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	CSDC2	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	GBP4	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	GTPBP2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	CAPRIN2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	MYO18B	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	AKAP7	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	GSTA2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	F12	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	CCNO	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ANXA9	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	TUSC1	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	SELM	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	HEBP2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	FAM213A	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	PRAF2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	NEFL	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	KCNAB1	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	SLC12A1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	NPR2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	PFKFB3	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	IGFBP4	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	WASF1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	NOL4	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	KSR2	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	SSPN	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	MYOM2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	CHD7	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	MNAT1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	NOS1	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	CX3CR1	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	4930550C14RIK	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ARHGAP4	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	AKAP3	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	TET2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	EPB41L4A	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	SERPINH1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ZFP940	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	PALM3	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	CLEC2F	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	IPO7	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	CDKL2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	MORC1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	HIF3A	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	TENM2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	H2-DMA	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	A930005H10RIK	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ZUFSP	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	LACE1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	COL17A1	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	CLEC4D	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	SH3GLB2	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	TMEM176B	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	COBL	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	CENPA	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	RAB27B	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	DDAH1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	TRIM63	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	TJP2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	CMBL	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ZFP27	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	MCTP1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	TMEM158	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	MBD1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	IL2RG	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	GEM	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	SLC7A11	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	CALCRL	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	PARD6B	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	MROH2B	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	RORC	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	HFE	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	RTN4IP1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	DEXI	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	PLCB4	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ALPK1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	CRLF2	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	RP1L1	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	CATSPERG1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ABCA8A	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ACHE	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	DSE	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	PTPN22	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	GLA	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	MACROD2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	DOCK10	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	CD48	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	PSG17	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	WDR7	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	REV3L	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ESM1	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	QRFP	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	PKP2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	CPZ	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	AGO1	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	MYH1	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ANKS1B	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	MYH14	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	MTRF1L	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	RAI14	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	PLPP7	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	AREG	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	GM2A	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ARHGAP33	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ALPL	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	FAM234B	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	STX11	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ARL11	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	CCDC178	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	COX7B	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	PRMT2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	GM15910	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	NQO1	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	TMCO1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	CCDC112	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	SH2D4A	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	DOK4	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	GALNT15	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	AKR1B7	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	2310009B15RIK	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	SSPO	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	FAM98C	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	LIMK1	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	SERPINB9	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ADAD2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	GDF11	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	BTG2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	PHLDB2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	CMC4	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ISOC1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	AOX3	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	OSBPL6	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	LNX1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	FAH	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	H2-M10.1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	GNG2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	RARRES2	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	HRAS	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	LSP1	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ONECUT2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ZFP334	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	STARD6	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	MARK1	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	KCTD17	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	SLC6A2	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	NAAA	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ADGRF5	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	H60B	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	EML2	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	KLRG2	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ADH7	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ROR1	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	TMED3	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	FOXO4	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	OTOG	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	PRELP	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	CTXN1	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	RORA	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	HTRA3	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ZFP146	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	SIAH1B	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	PSPC1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	NEURL2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	RPL35A	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ZFPM1	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	OSGEPL1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	APOC1	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	MAPK11	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	3830417A13RIK	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	SYT7	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	VGLL3	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	SUPT20	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	TNFSF9	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	FXYD1	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	GM2694	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	MAMDC2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	FCHO1	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	HSPB7	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	GOLM1	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	PLA2R1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	SULT2B1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	KLC3	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ADAT2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ZFP850	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	XLR3B	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	RAB7B	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	PPFIA2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ISM1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ME3	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	NID1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	SSR4	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	CHRNA1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	C030034L19RIK	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	QRSL1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	SH3TC2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ATP8A1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ZFP960	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	GSTA4	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	9130008F23RIK	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	TIAM1	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	APOL10B	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	TXLNB	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	CCDC39	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	1700019B21RIK	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ISOC2B	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	OBSCN	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	MKX	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	TMEM62	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ASF1B	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	PLEKHA7	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ZBTB7C	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	BAALC	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	GARNL3	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	FBXO17	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	NCF4	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	MOV10L1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	RPS6KA2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	PIGP	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	CD53	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	GM9899	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	GAS7	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	RNF165	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	CPNE1	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	DACT3	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ZFP946	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	LURAP1L	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	SPATA13	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	SH2D3C	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	LETMD1	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	1700012B09RIK	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	FAM120C	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	GSTP2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	KCNK5	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	GUSB	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	APLN	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	DEFB41	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	BBS4	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	GM2012	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	SOCS1	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	TGFBI	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	TMEM86A	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	EPN3	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	DMRTC2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	EFNA4	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	SH3YL1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	C4B	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	PRADC1	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	CXX1B	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	D630029K05RIK	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	AKR1C14	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	PISD-PS2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	CDSN	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	PXT1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	RNF182	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	TLE4	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	METTL4	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	TTYH3	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	WISP2	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	PPL	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	TNFRSF21	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	NAPB	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ADD2	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	JPX	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	INPP5D	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ACAP1	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ESR1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	FAS	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	TDRD9	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	RASSF2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	RAB3A	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	PIGB	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	KRT7	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	IFIT3	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	MTHFSL	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	RRAD	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	HSD11B1	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ABCA4	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	BTC	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	NEURL1B	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	CAR6	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ARHGEF19	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	DLX2	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	RBM47	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	FLT3L	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	NEXN	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ANO4	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	GABRE	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	HTR2C	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	SPAG1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	NCAM1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ZFP534	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	DENND3	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	COL6A2	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ZFP72	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ZFP512B	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ZFHX2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	CD28	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	TREM2	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	SLC41A3	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	LDHB	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	CFAP45	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	HIF1A	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	PTGR1	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	AU041133	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	ATP2A3	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	FAAH	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	PRR32	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	RNF128	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	GM12657	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	RANGRF	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	NCKAP1L	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	FAM8A1	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	RPS21	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	DNMT3B	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	DCN	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	STAC3	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	PI16	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	GM9833	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	KLHL15	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	PCDHB14	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	CHML	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	OTUB2	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	DMD	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	TMPRSS11F	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	TRAPPC2	1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	OSTN	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	MEIS3	-1
168FARN Kmt2c.KO	168FARN	Kmt2c.KO	SEMA3F	1
